Student_ID,Age,Gender,University_Year,Major,CGPA,Attendance_Percentage,Study_Hours_Per_Week,Projects_Completed,Certifications_Count,Internships,Communication_Skills,Teamwork,Problem_Solving,Interest_Domain,Skill_AWS,Skill_Adobe_XD,Skill_Agile,Skill_Ansible,Skill_Azure,Skill_CI_CD,Skill_Cybersecurity,Skill_Data_Analysis,Skill_Django,Skill_Docker,Skill_Elasticsearch,Skill_FastAPI,Skill_Figma,Skill_Flutter,Skill_GCP,Skill_Git,Skill_GraphQL,Skill_JavaScript,Skill_Kubernetes,Skill_Laravel,Skill_Linux,Skill_Machine_Learning,Skill_MongoDB,Skill_MySQL,Skill_Networking,Skill_Node.js,Skill_NumPy,Skill_PHP,Skill_Pandas,Skill_PostgreSQL,Skill_PyTorch,Skill_Python,Skill_REST_APIs,Skill_React,Skill_React_Native,Skill_Redis,Skill_SQL,Skill_Scrum,Skill_TensorFlow,Skill_Terraform,Skill_TypeScript,Career_Field,Total_Skills,Average_Skill_Level,Experience_Score,Soft_Skill_Score,Academic_Strength
SS02736,21,Female,Junior,Software Engineering,2.96,83,18,4,0,2,10,5,6,Data & AI,3,4,2,0,3,0,2,0,1,7,1,2,3,5,0,4,2,3,3,2,3,5,3,0,3,3,4,0,5,4,8,6,2,0,1,4,4,5,5,1,0,Machine Learning Engineer,33,3.42,6,7.0,0.52
SS02737,21,Male,Freshman,Electrical Engineering,2.99,77,25,6,1,1,8,6,3,Web Development,3,5,0,3,1,2,4,1,0,0,3,2,2,0,2,6,0,6,0,6,5,0,10,1,2,8,2,1,0,0,3,1,6,5,3,0,8,1,4,0,9,Full Stack Developer,30,3.83,8,5.67,0.545
SS02738,27,Male,Freshman,Business Analytics,3.24,71,16,4,1,0,6,8,8,Cybersecurity,3,2,1,0,0,2,8,0,1,4,2,2,1,2,1,1,4,3,7,3,7,0,0,6,7,1,0,7,2,3,2,7,2,0,3,3,4,1,2,3,8,Penetration Tester,34,3.38,5,7.33,0.474
SS02739,20,Female,Senior,Information Technology,2.64,84,16,5,0,1,6,7,4,Cybersecurity,1,2,1,2,0,1,5,0,0,4,2,0,0,2,2,5,0,0,0,2,3,0,1,4,5,5,5,0,1,0,5,4,0,3,4,3,7,2,2,0,1,Cybersecurity Analyst,28,3.0,6,5.67,0.456
SS02740,23,Female,Senior,Artificial Intelligence,3.23,78,27,9,1,0,7,6,7,Data & AI,0,0,0,0,0,0,3,2,0,8,2,1,2,2,1,0,0,4,0,2,3,6,0,6,4,0,4,3,6,4,8,6,2,5,1,0,1,1,5,3,3,Machine Learning Engineer,28,3.5,10,6.67,0.608
SS02741,20,Male,Junior,Business Analytics,2.83,80,10,2,4,3,5,2,8,Systems & Networking,1,1,4,0,2,3,0,4,1,0,2,6,2,1,1,10,2,1,2,2,9,3,0,3,7,0,0,4,2,1,1,3,4,0,1,1,3,3,6,2,2,IT Support Engineer,34,2.94,9,5.0,0.413
SS02742,23,Male,Freshman,Cybersecurity,2.64,100,26,8,1,1,10,5,7,Web Development,1,1,2,3,3,2,0,3,1,5,5,2,4,1,2,6,3,8,1,3,1,1,7,5,1,8,5,4,2,2,1,2,4,9,3,0,7,1,0,0,7,Full Stack Developer,37,3.41,10,7.33,0.64
SS02743,25,Male,Sophomore,Data Science,3.5,93,21,4,1,2,3,7,5,Software Development,4,4,7,0,2,0,4,3,3,5,2,2,4,4,2,6,3,6,2,2,1,3,4,2,1,0,2,3,3,2,5,7,10,3,3,3,5,4,0,3,7,Software Engineer,37,3.68,7,5.0,0.698
SS02744,22,Female,Sophomore,Computer Science,3.47,79,26,10,2,1,4,6,8,Cloud & Infrastructure,6,1,4,2,5,3,5,0,2,6,5,2,2,2,8,3,0,0,4,1,9,0,6,3,0,1,3,3,0,5,3,2,7,1,1,6,1,2,0,9,0,Cloud Engineer,33,3.73,13,6.0,0.646
SS02745,18,Female,Senior,Business Analytics,3.2,95,5,9,2,1,7,4,7,Cloud & Infrastructure,4,0,2,9,1,6,2,0,2,5,0,3,2,2,3,7,0,2,1,4,0,1,0,1,0,0,2,3,0,0,0,4,3,3,3,2,5,7,0,0,6,Automation Engineer,28,3.39,12,6.0,0.527
SS02746,21,Female,Sophomore,Computer Science,3.18,100,18,11,4,1,9,7,8,Cloud & Infrastructure,8,4,1,2,5,3,6,4,1,4,2,2,1,3,7,0,3,1,5,0,6,1,0,2,5,0,0,3,3,0,0,5,3,1,1,1,3,0,1,8,1,Cloud Engineer,33,3.21,16,8.0,0.663
SS02747,22,Female,Freshman,Business Analytics,3.52,65,15,4,1,1,8,7,7,Systems & Networking,1,0,5,2,5,1,0,3,0,0,1,0,3,0,6,10,1,2,0,3,9,0,4,1,8,2,2,0,5,1,1,3,0,2,1,2,0,4,1,4,3,IT Support Engineer,30,3.2,6,7.33,0.475
SS02748,19,Female,Sophomore,Information Technology,4.0,78,19,8,0,2,10,6,4,Web Development,3,0,3,2,4,3,2,1,1,2,3,3,1,0,3,8,2,3,1,0,3,0,7,2,4,7,2,2,2,4,4,1,6,8,2,2,4,4,0,1,6,Full Stack Developer,36,3.22,10,6.67,0.67
SS02749,23,Female,Senior,Artificial Intelligence,2.98,82,18,7,1,0,9,3,8,Software Development,4,3,5,3,0,0,1,3,4,0,3,1,0,4,1,8,0,8,4,0,2,1,2,4,1,2,2,0,0,3,0,7,6,6,4,3,9,0,5,1,6,Software Engineer,31,3.74,8,6.67,0.517
SS02750,22,Male,Junior,Business Analytics,3.38,76,20,6,3,0,5,6,6,Systems & Networking,0,1,4,0,0,4,0,0,0,0,0,3,2,2,2,7,3,4,4,2,8,0,3,5,6,1,0,2,0,2,1,10,0,4,3,0,1,4,0,2,3,Embedded Systems Engineer,27,3.44,9,5.67,0.562
SS02751,22,Female,Sophomore,Data Science,4.0,79,24,7,2,1,7,7,6,Cloud & Infrastructure,7,4,0,9,9,6,3,2,0,7,3,2,2,2,10,5,3,2,6,3,6,2,2,1,3,1,1,2,0,0,1,3,3,0,2,3,2,3,0,4,4,DevOps Engineer,35,3.66,10,6.67,0.718
SS02752,20,Male,Freshman,Software Engineering,3.09,84,26,6,1,1,9,10,6,Cloud & Infrastructure,2,0,2,6,2,5,3,3,0,5,0,3,4,0,2,6,1,3,4,3,4,4,2,4,3,3,0,2,2,4,1,6,2,1,4,0,4,5,3,2,3,Automation Engineer,35,3.23,8,8.33,0.614
SS02753,23,Male,Senior,Business Analytics,3.41,79,20,9,3,2,7,7,5,Business & Analytics,0,0,8,0,0,0,3,5,3,0,2,2,0,5,0,5,1,3,0,0,3,3,4,8,0,4,2,0,0,0,5,2,3,1,4,1,7,4,3,4,3,Business Analyst,27,3.63,14,6.33,0.586
SS02754,19,Male,Sophomore,Artificial Intelligence,2.68,91,17,3,2,1,5,5,7,Data & AI,0,1,3,0,1,0,0,4,4,8,2,1,3,0,0,5,0,4,0,2,1,6,0,3,4,4,5,4,8,0,7,8,2,1,0,0,3,0,6,2,0,Machine Learning Engineer,27,3.78,6,5.67,0.515
SS02755,20,Female,Sophomore,Artificial Intelligence,2.59,83,22,6,2,1,6,7,3,Data & AI,0,0,1,0,0,1,1,2,0,7,0,5,0,3,3,2,2,0,0,4,3,8,4,5,3,1,6,2,8,1,8,5,5,0,2,3,4,4,7,3,2,AI Engineer,31,3.71,9,5.33,0.491
SS02756,19,Female,Sophomore,Business Analytics,2.58,69,23,9,2,0,5,7,4,Cloud & Infrastructure,7,1,1,1,5,4,0,2,0,7,2,0,3,0,7,0,3,3,9,3,4,0,4,5,0,1,2,1,2,3,6,3,1,2,0,2,2,1,0,6,1,Cloud Engineer,32,3.25,11,5.33,0.41
SS02757,22,Male,Sophomore,Data Science,2.32,83,22,5,1,2,8,5,8,Business & Analytics,3,4,4,2,2,2,5,7,4,4,0,6,2,2,4,2,4,3,0,4,3,0,3,8,2,0,5,4,6,9,0,2,1,2,1,0,10,3,0,0,2,Data Analyst,33,3.79,8,7.0,0.446
SS02758,24,Male,Junior,Information Technology,3.47,75,18,8,0,1,6,6,6,Business & Analytics,2,6,5,2,2,6,0,8,0,0,0,1,2,3,0,3,6,1,2,3,4,0,2,10,0,1,8,0,9,6,4,4,1,3,0,5,9,6,5,3,0,Data Analyst,31,4.26,9,6.0,0.554
SS02759,23,Female,Junior,Computer Science,2.83,81,24,5,2,1,8,7,4,Systems & Networking,3,1,2,2,4,3,1,5,1,1,2,0,1,2,1,5,2,4,3,5,6,3,1,3,6,3,6,3,0,3,1,10,1,4,6,2,0,0,2,2,2,Embedded Systems Engineer,37,3.03,8,6.33,0.536
SS02760,22,Male,Freshman,Cybersecurity,3.15,95,28,8,1,1,5,5,7,Cloud & Infrastructure,6,2,2,2,6,1,0,1,1,8,4,0,4,5,7,5,6,4,8,2,7,1,1,2,4,5,1,3,3,1,2,0,0,3,1,4,4,1,0,5,1,Cloud Engineer,36,3.42,10,5.67,0.71
SS02761,20,Male,Senior,Artificial Intelligence,4.0,85,16,8,2,1,6,6,7,Data & AI,0,2,1,2,1,0,6,6,1,1,0,2,3,6,3,1,2,2,0,1,5,6,3,3,2,4,8,4,5,1,6,8,3,0,2,0,7,5,5,2,0,Data Scientist,34,3.5,11,6.33,0.689
SS02762,22,Male,Freshman,Software Engineering,2.85,93,7,7,0,0,8,6,3,Business & Analytics,3,1,0,0,1,5,3,9,2,1,2,2,0,2,0,0,2,3,2,2,2,1,1,7,3,1,4,2,6,7,1,1,4,0,6,0,6,3,5,3,5,Data Analyst,34,3.18,7,5.67,0.473
SS02763,22,Female,Junior,Electrical Engineering,3.0,83,9,8,2,2,8,7,6,Cloud & Infrastructure,1,1,0,7,1,5,3,3,2,9,3,0,5,4,2,5,1,2,0,5,1,0,4,0,2,2,1,4,1,0,0,8,3,0,1,3,4,6,0,2,0,Automation Engineer,31,3.26,12,7.0,0.451
SS02764,23,Male,Junior,Artificial Intelligence,3.33,72,16,6,3,0,6,5,9,Software Development,3,0,9,0,0,0,0,0,0,1,1,1,3,4,1,9,0,7,3,2,2,1,3,3,1,3,3,0,2,2,2,7,7,1,0,0,10,3,3,1,7,Software Engineer,30,3.5,9,6.67,0.496
SS02765,20,Male,Freshman,Cybersecurity,3.49,87,14,9,1,1,7,5,10,Data & AI,2,0,2,3,3,1,3,3,3,5,0,2,2,3,5,2,5,0,1,3,3,5,3,0,4,3,4,3,5,0,5,10,3,3,0,2,0,2,6,4,0,Machine Learning Engineer,33,3.42,11,7.33,0.6
SS02766,25,Male,Senior,Computer Science,2.95,84,15,5,1,2,9,6,7,Software Development,2,3,8,0,1,2,1,2,3,0,4,3,2,0,0,6,3,4,3,4,5,1,2,0,0,2,4,0,4,2,2,6,5,0,0,6,4,2,4,0,7,Software Engineer,31,3.45,8,7.33,0.499
SS02767,20,Male,Senior,Artificial Intelligence,2.05,87,19,9,1,0,6,6,9,Web Development,0,0,0,2,3,0,6,0,5,0,1,1,3,3,3,5,0,7,3,0,0,3,7,4,6,8,2,4,3,4,1,1,10,7,4,1,4,0,0,0,6,Full Stack Developer,29,4.03,10,7.0,0.402
SS02768,19,Male,Junior,Electrical Engineering,2.66,77,23,7,1,2,9,6,10,Cloud & Infrastructure,5,4,1,2,8,0,2,2,2,6,0,1,6,4,8,2,1,4,8,0,8,1,1,4,0,5,4,0,6,2,3,1,3,3,1,5,3,3,1,6,1,Cloud Engineer,36,3.53,10,8.33,0.474
SS02769,23,Male,Freshman,Artificial Intelligence,2.83,96,14,3,3,1,6,10,6,Cybersecurity,2,3,3,1,2,3,8,1,4,2,1,5,2,0,0,0,1,0,3,2,6,0,1,2,7,0,0,1,0,1,1,8,4,4,4,4,2,6,0,4,3,Penetration Tester,32,3.16,7,7.33,0.547
SS02770,21,Female,Freshman,Cybersecurity,3.51,76,14,5,1,1,8,9,4,Cybersecurity,1,1,3,2,2,3,7,3,1,3,2,3,0,3,3,3,3,1,1,0,5,4,2,5,6,0,0,6,0,3,1,0,0,0,1,2,5,1,0,2,3,SOC Analyst,32,2.84,7,7.0,0.534
SS02771,21,Male,Senior,Cybersecurity,3.0,75,9,8,0,3,6,6,7,Software Development,1,4,7,1,1,5,5,1,3,0,3,2,0,0,3,7,2,7,5,4,0,0,5,1,2,0,0,1,4,5,2,7,7,4,3,1,6,3,2,2,5,Software Engineer,34,3.56,11,6.33,0.401
SS02772,21,Female,Freshman,Information Technology,3.16,96,27,10,0,1,5,6,5,Cloud & Infrastructure,6,2,4,3,8,3,3,1,3,8,1,0,2,0,6,2,0,2,4,5,3,0,1,0,0,5,2,0,1,2,0,0,3,1,2,1,3,1,2,6,3,Cloud Engineer,32,3.09,11,5.33,0.71
SS02773,20,Female,Junior,Artificial Intelligence,3.38,72,21,7,0,0,6,8,5,Data & AI,0,0,0,0,6,0,0,2,1,3,2,1,3,1,3,4,0,1,2,2,5,6,3,0,6,4,5,3,6,3,7,9,4,0,3,0,6,2,5,0,0,Machine Learning Engineer,29,3.72,7,6.33,0.546
SS02774,18,Female,Freshman,Computer Science,2.78,86,24,5,4,4,7,5,4,Business & Analytics,3,4,8,3,1,5,3,6,0,5,0,0,0,0,1,2,4,2,0,4,2,0,1,7,0,1,2,1,2,2,2,2,4,2,2,3,8,2,1,1,1,Business Analyst,33,2.94,13,5.33,0.559
SS02775,21,Female,Freshman,Cybersecurity,3.02,80,19,5,2,0,6,7,7,Cybersecurity,1,1,0,1,0,3,9,5,1,1,3,2,4,0,2,0,1,2,0,0,10,0,5,3,8,7,3,5,0,4,1,7,2,0,2,1,4,3,3,3,5,Penetration Tester,32,3.5,7,6.67,0.519
SS02776,19,Female,Freshman,Electrical Engineering,3.32,80,26,5,2,0,5,4,7,Software Development,3,3,2,4,3,1,0,0,4,3,0,5,1,0,2,4,3,3,1,1,2,4,4,3,1,6,1,0,0,8,3,7,8,4,3,3,8,3,1,2,2,Backend Developer,35,3.31,7,5.33,0.628
SS02777,19,Female,Senior,Software Engineering,3.3,83,32,6,1,1,7,7,6,Cloud & Infrastructure,4,3,5,0,4,4,4,0,5,8,0,2,3,6,7,2,2,2,8,1,7,0,2,0,0,4,1,3,0,0,8,2,0,5,1,2,3,0,1,6,7,Cloud Engineer,31,3.94,8,6.67,0.693
SS02778,19,Female,Senior,Software Engineering,2.83,76,20,7,0,1,7,7,6,Business & Analytics,3,6,8,0,0,1,3,7,2,0,2,3,0,1,2,6,1,0,0,6,2,5,0,7,5,4,2,0,3,5,3,3,0,1,3,2,7,8,0,6,3,Business Analyst,31,3.87,8,6.67,0.471
SS02779,22,Female,Freshman,Electrical Engineering,3.6,76,25,8,0,1,7,9,5,Business & Analytics,2,1,5,4,3,0,3,9,0,3,2,2,1,4,2,2,0,2,3,3,2,1,1,7,0,0,4,0,3,3,3,4,1,1,5,3,5,6,3,0,5,Business Analyst,34,3.18,9,7.0,0.641
SS02780,19,Male,Junior,Artificial Intelligence,3.4,95,15,7,1,1,7,4,7,Cybersecurity,0,0,0,1,5,0,6,2,0,2,2,6,2,2,3,2,1,3,0,1,8,3,8,2,8,1,0,0,0,2,3,3,0,4,0,3,5,1,0,4,3,SOC Analyst,29,3.31,9,6.0,0.644
SS02781,22,Male,Sophomore,Artificial Intelligence,2.48,77,15,5,1,0,9,8,7,Cloud & Infrastructure,5,2,0,0,7,0,4,0,0,7,0,0,3,3,5,0,4,4,8,1,7,4,2,4,2,1,0,1,3,2,1,1,1,1,3,4,1,1,0,8,0,Cloud Engineer,30,3.33,6,8.0,0.377
SS02782,24,Female,Sophomore,Data Science,3.45,85,17,8,1,0,5,7,4,Cloud & Infrastructure,9,3,2,5,4,7,3,0,2,9,3,2,0,6,9,2,0,4,8,0,4,1,1,4,3,4,1,2,2,3,2,4,4,0,3,2,0,0,1,9,1,DevOps Engineer,34,3.79,9,5.33,0.606
SS02783,21,Female,Sophomore,Computer Science,3.05,81,27,2,2,2,6,5,7,Cybersecurity,3,1,0,6,2,3,8,2,4,1,6,1,1,5,1,3,4,2,6,1,6,2,2,4,8,1,1,0,4,1,0,8,2,5,3,0,7,4,2,1,1,Cybersecurity Analyst,37,3.3,6,6.0,0.597
SS02784,21,Male,Junior,Business Analytics,3.46,78,21,7,1,4,7,5,6,Cloud & Infrastructure,7,0,3,9,8,4,1,3,0,8,1,1,0,2,7,1,5,1,9,5,5,0,5,2,3,1,2,3,3,2,4,4,2,2,6,2,2,5,3,6,1,DevOps Engineer,37,3.73,12,6.0,0.597
SS02785,21,Female,Freshman,Cybersecurity,3.43,89,14,13,0,0,7,6,7,Cloud & Infrastructure,7,0,1,7,6,5,0,5,3,8,0,0,2,0,6,2,0,3,4,0,7,0,0,4,2,0,2,1,1,5,3,0,1,1,6,3,0,3,2,6,3,DevOps Engineer,29,3.76,13,6.67,0.602
SS02786,20,Male,Junior,Data Science,3.37,80,20,4,0,2,8,3,5,Software Development,4,5,5,3,1,4,3,1,3,0,6,1,0,0,2,7,1,7,4,4,3,0,0,2,2,3,4,3,3,3,4,8,7,1,1,5,8,4,1,0,8,Software Engineer,35,3.74,6,5.33,0.586
SS02787,22,Female,Junior,Artificial Intelligence,3.25,83,25,7,4,1,8,5,7,Cloud & Infrastructure,7,4,1,1,9,2,3,1,6,6,1,1,1,2,6,0,4,5,5,0,7,0,5,3,3,0,0,1,2,3,2,2,4,2,5,2,5,1,3,6,2,Cloud Engineer,36,3.42,12,6.67,0.626
SS02788,19,Female,Sophomore,Data Science,2.88,100,12,8,1,4,8,7,5,Data & AI,0,7,0,3,0,4,1,2,1,9,3,1,1,3,7,1,3,4,2,2,0,7,1,0,0,2,5,2,8,0,8,7,4,2,2,4,3,3,7,0,0,Machine Learning Engineer,32,3.72,13,6.67,0.563
SS02789,24,Female,Freshman,Artificial Intelligence,2.96,66,23,8,2,0,9,7,9,Business & Analytics,1,4,1,0,0,2,2,10,3,3,4,3,2,2,0,2,2,2,4,2,0,1,1,7,0,3,7,7,7,6,2,0,3,3,2,2,6,1,3,1,1,Data Analyst,35,3.2,10,8.33,0.454
SS02790,21,Male,Freshman,Computer Science,3.29,88,13,10,2,1,7,6,5,Cloud & Infrastructure,7,1,4,9,6,5,0,4,0,6,3,5,4,4,7,0,1,4,8,5,7,0,0,2,1,4,0,0,3,1,0,4,1,1,1,6,0,0,6,7,3,DevOps Engineer,31,4.19,13,6.0,0.565
SS02791,22,Male,Sophomore,Electrical Engineering,2.98,73,6,6,2,0,10,9,5,Cybersecurity,4,3,3,3,0,3,8,0,2,5,2,9,0,2,0,3,3,3,5,0,7,2,1,1,8,4,0,4,1,2,6,8,1,3,1,1,7,5,1,3,5,Cybersecurity Analyst,35,3.69,8,8.0,0.36
SS02792,22,Male,Sophomore,Computer Science,2.85,76,22,7,0,0,8,4,6,Web Development,3,0,8,0,0,2,0,4,2,3,0,1,5,0,5,7,4,6,0,1,2,0,5,5,1,5,1,0,0,4,2,0,8,7,5,3,8,0,5,2,10,Full Stack Developer,29,4.28,7,6.0,0.491
SS02793,23,Female,Sophomore,Electrical Engineering,3.24,85,17,3,1,2,2,6,5,Systems & Networking,4,4,1,0,3,6,4,4,3,3,3,3,0,6,1,8,4,0,4,0,8,2,2,2,6,3,2,1,4,2,1,3,0,3,4,1,0,1,0,2,2,IT Support Engineer,34,3.24,6,4.33,0.571
SS02794,21,Female,Senior,Data Science,2.75,79,17,7,4,0,8,5,8,Cloud & Infrastructure,0,0,2,7,2,6,0,2,0,7,3,2,0,0,0,6,2,4,0,3,5,1,1,2,0,2,0,2,1,3,0,8,0,0,0,3,0,6,6,0,0,Automation Engineer,24,3.58,11,7.0,0.451
SS02795,22,Male,Senior,Computer Science,3.05,83,29,7,2,0,10,5,8,Data & AI,2,1,1,1,0,0,5,7,1,0,2,2,1,1,5,0,1,5,3,0,2,8,5,1,1,1,6,0,5,5,10,4,4,2,3,2,6,2,5,0,2,Data Scientist,34,3.29,9,7.67,0.626
SS02796,21,Male,Freshman,Electrical Engineering,3.32,79,14,6,1,1,7,6,2,Cloud & Infrastructure,0,1,2,5,0,6,5,5,0,4,0,6,0,1,3,7,0,1,1,2,3,2,4,3,2,4,3,1,0,2,0,4,0,2,2,5,3,4,5,1,0,Automation Engineer,31,3.19,8,5.0,0.521
SS02797,22,Male,Senior,Software Engineering,3.94,98,21,8,1,2,6,5,5,Systems & Networking,0,1,1,0,0,4,5,2,0,4,0,1,0,0,2,6,3,3,3,3,8,1,5,0,7,1,2,2,2,4,3,3,4,2,0,0,3,2,5,4,0,Embedded Systems Engineer,30,3.2,11,5.33,0.802
SS02798,23,Female,Senior,Computer Science,2.75,71,21,7,1,1,6,8,5,Cloud & Infrastructure,6,3,2,7,8,6,1,2,0,8,3,1,1,1,9,0,1,1,8,5,9,5,0,1,2,1,1,1,2,3,0,1,1,2,3,0,1,0,3,5,4,DevOps Engineer,35,3.37,9,6.33,0.434
SS02799,20,Male,Junior,Electrical Engineering,3.04,97,5,7,0,0,5,5,6,Cloud & Infrastructure,2,4,1,4,1,9,5,1,1,7,2,3,0,1,1,6,6,3,0,3,0,3,3,0,2,0,0,1,4,5,3,8,3,0,2,2,2,3,3,1,0,Automation Engineer,33,3.18,7,5.33,0.513
SS02800,19,Male,Junior,Electrical Engineering,2.73,72,20,7,1,1,5,7,8,Cybersecurity,2,2,1,4,0,2,9,2,0,0,0,3,1,0,3,1,4,3,1,4,6,4,2,3,7,3,2,3,1,1,1,5,0,1,2,4,0,0,3,1,0,Penetration Tester,32,2.84,9,6.67,0.429
SS02801,18,Other,Senior,Data Science,3.06,76,25,7,0,1,6,7,8,Data & AI,0,4,2,3,2,3,3,2,0,7,1,2,1,5,1,3,0,0,0,0,3,9,2,2,3,0,8,0,5,1,8,7,0,0,4,4,3,0,8,2,0,Machine Learning Engineer,29,3.72,8,7.0,0.551
SS02802,24,Female,Senior,Software Engineering,2.7,95,14,7,0,2,4,6,6,Cloud & Infrastructure,7,2,2,2,9,0,5,0,0,4,0,0,5,1,5,1,0,4,6,2,8,2,2,0,1,3,4,2,2,2,1,0,1,3,1,0,0,3,0,7,0,Cloud Engineer,29,3.34,9,5.33,0.519
SS02803,18,Female,Senior,Cybersecurity,2.5,98,13,10,3,1,5,8,10,Cybersecurity,2,3,0,2,5,1,6,0,2,3,3,2,7,4,2,3,6,1,4,1,6,4,3,3,6,5,1,3,0,3,0,8,1,2,1,5,7,0,0,7,0,Cybersecurity Analyst,34,3.59,14,7.67,0.496
SS02804,21,Female,Junior,Artificial Intelligence,2.92,84,11,5,1,0,8,10,4,Systems & Networking,0,0,5,1,1,1,4,2,2,1,5,3,3,2,1,6,4,4,1,3,6,2,0,1,6,4,3,0,2,1,0,0,0,1,4,2,2,3,2,0,2,IT Support Engineer,33,2.73,6,7.33,0.461
SS02805,23,Male,Junior,Artificial Intelligence,3.7,79,14,7,2,0,6,8,7,Web Development,1,1,1,2,2,2,2,3,1,0,5,4,3,2,2,7,0,6,0,8,3,0,8,2,0,5,1,0,1,0,0,0,9,9,5,0,5,4,4,3,4,Full Stack Developer,31,3.71,9,7.0,0.585
SS02806,23,Male,Freshman,Electrical Engineering,3.28,62,23,7,1,1,7,9,10,Cloud & Infrastructure,1,0,4,7,0,4,5,2,2,9,3,1,3,5,3,7,1,2,4,2,4,0,1,0,6,4,0,1,0,2,2,9,3,3,4,5,2,4,3,0,1,Automation Engineer,34,3.5,9,8.67,0.483
SS02807,20,Female,Sophomore,Data Science,3.04,79,24,4,0,1,6,9,7,Business & Analytics,3,3,8,2,0,0,0,5,0,6,0,2,2,3,0,7,3,3,1,2,0,2,0,4,4,0,1,2,2,2,4,0,7,0,0,1,5,3,0,0,2,Business Analyst,27,3.3,5,7.33,0.558
SS02808,21,Male,Sophomore,Computer Science,3.21,85,22,7,1,1,7,7,7,Cybersecurity,1,0,3,5,0,3,10,2,3,2,1,7,3,3,0,1,3,1,4,1,7,5,2,4,8,0,0,5,3,0,1,5,0,3,2,0,3,3,4,1,3,Cybersecurity Analyst,33,3.39,9,7.0,0.607
SS02809,19,Male,Senior,Electrical Engineering,3.24,86,12,4,2,0,8,6,6,Cloud & Infrastructure,2,4,1,4,0,9,4,1,3,7,2,1,0,3,3,5,4,6,2,3,0,4,3,3,4,2,2,3,3,0,2,6,2,0,0,3,2,7,1,3,1,Automation Engineer,35,3.29,6,6.67,0.535
SS02810,23,Male,Junior,Artificial Intelligence,3.18,92,10,6,0,1,6,5,6,Software Development,2,4,3,2,1,0,3,1,6,0,1,4,2,5,0,8,4,0,3,3,0,0,7,5,5,8,6,2,2,9,0,7,4,3,5,1,7,0,2,3,1,Backend Developer,33,3.91,7,5.67,0.546
SS02811,21,Other,Freshman,Computer Science,2.54,76,21,9,2,1,7,9,5,Business & Analytics,1,5,6,2,0,1,0,4,2,2,1,1,0,0,0,0,4,0,0,3,1,2,3,7,2,0,1,2,0,5,2,2,0,2,1,0,6,7,0,5,7,Business Analyst,28,3.11,12,7.0,0.431
SS02812,19,Male,Junior,Business Analytics,3.11,79,13,6,3,2,6,8,7,Systems & Networking,2,3,6,3,1,3,6,2,5,0,0,1,6,1,5,8,2,0,3,2,6,4,0,2,8,4,4,3,0,0,0,0,1,1,3,1,2,0,2,4,4,IT Support Engineer,32,3.38,11,7.0,0.478
SS02813,24,Female,Freshman,Electrical Engineering,3.61,95,17,9,1,3,5,4,5,Data & AI,0,2,1,1,1,4,2,2,1,6,0,2,2,2,3,1,0,2,1,1,3,6,5,0,2,5,7,2,7,4,7,6,3,4,2,6,2,2,8,6,0,Machine Learning Engineer,36,3.36,13,4.67,0.695
SS02814,21,Male,Junior,Data Science,2.98,84,22,7,1,1,5,9,6,Data & AI,3,6,5,5,6,3,1,9,1,0,4,3,0,3,2,2,3,5,3,0,1,7,0,1,1,1,5,0,6,2,9,7,1,2,0,3,8,4,5,2,1,Data Scientist,35,3.71,9,6.67,0.563
SS02815,20,Female,Sophomore,Data Science,2.84,87,17,6,3,2,6,6,5,Software Development,0,5,0,2,2,0,1,0,7,0,0,7,0,3,3,4,1,4,3,2,0,3,9,3,3,7,3,0,2,6,1,6,7,2,4,1,6,2,1,2,6,Backend Developer,32,3.69,11,5.67,0.517
SS02816,19,Female,Junior,Data Science,3.08,81,17,7,0,0,6,7,7,Business & Analytics,1,4,5,4,2,0,7,4,1,6,4,3,0,2,1,3,0,3,2,3,6,0,1,7,6,1,9,2,9,5,0,1,1,0,0,2,6,4,3,3,3,Data Analyst,34,3.65,7,6.67,0.519
SS02817,19,Female,Freshman,Information Technology,3.21,81,11,5,0,0,8,8,6,Cybersecurity,3,0,3,0,5,1,7,2,3,4,3,1,4,3,4,5,6,3,1,4,6,2,0,2,8,2,2,2,0,0,0,2,0,0,3,0,6,0,3,4,4,SOC Analyst,31,3.48,5,7.33,0.491
SS02818,24,Female,Junior,Artificial Intelligence,3.39,79,17,10,1,0,6,5,5,Cloud & Infrastructure,7,0,0,4,6,8,2,4,1,5,1,2,2,2,6,2,3,0,6,0,8,2,3,0,2,2,0,1,1,0,0,3,3,3,1,7,1,2,3,7,5,DevOps Engineer,33,3.48,11,5.33,0.558
SS02819,20,Male,Senior,Artificial Intelligence,3.22,86,19,6,1,0,4,8,5,Cloud & Infrastructure,8,2,1,2,8,2,1,3,0,6,2,4,0,4,5,6,2,0,7,1,5,0,0,1,7,0,0,2,1,5,1,0,5,6,5,4,0,3,0,7,3,Cloud Engineer,31,3.84,7,5.67,0.59
SS02820,20,Male,Sophomore,Electrical Engineering,2.89,76,22,7,2,2,7,5,8,Systems & Networking,3,0,1,1,1,2,0,1,0,0,0,1,1,3,1,6,4,0,0,5,6,0,0,3,5,0,1,2,2,2,2,8,0,4,6,2,2,2,4,2,0,Embedded Systems Engineer,29,2.86,11,6.67,0.497
