Student_ID,Age,Gender,University_Year,Major,CGPA,Attendance_Percentage,Study_Hours_Per_Week,Projects_Completed,Certifications_Count,Internships,Communication_Skills,Teamwork,Problem_Solving,Interest_Domain,Skill_AWS,Skill_Adobe_XD,Skill_Agile,Skill_Ansible,Skill_Azure,Skill_CI_CD,Skill_Cybersecurity,Skill_Data_Analysis,Skill_Django,Skill_Docker,Skill_Elasticsearch,Skill_FastAPI,Skill_Figma,Skill_Flutter,Skill_GCP,Skill_Git,Skill_GraphQL,Skill_JavaScript,Skill_Kubernetes,Skill_Laravel,Skill_Linux,Skill_Machine_Learning,Skill_MongoDB,Skill_MySQL,Skill_Networking,Skill_Node.js,Skill_NumPy,Skill_PHP,Skill_Pandas,Skill_PostgreSQL,Skill_PyTorch,Skill_Python,Skill_REST_APIs,Skill_React,Skill_React_Native,Skill_Redis,Skill_SQL,Skill_Scrum,Skill_TensorFlow,Skill_Terraform,Skill_TypeScript,Career_Field
SS02531,22,Female,Junior,Artificial Intelligence,2.91,76,14,8,6,1,6,3,8,Business & Analytics,3,2,0,2,0,1,3,6,1,3,0,0,5,1,1,3,1,1,1,3,0,0,2,3,5,2,8,7,8,8,1,7,0,2,3,0,7,1,2,0,0,Data Analyst
SS02532,22,Female,Junior,Artificial Intelligence,3.51,90,19,9,1,1,8,8,4,Data & AI,3,0,0,6,3,3,3,0,4,6,4,0,6,0,4,4,0,0,0,0,3,7,3,0,1,0,5,4,8,0,9,9,0,3,3,3,0,5,7,2,2,Machine Learning Engineer
SS02533,24,Other,Senior,Data Science,2.65,88,23,11,3,3,6,5,8,Cloud & Infrastructure,10,3,0,4,4,8,3,4,4,10,0,3,3,2,8,2,5,3,6,1,8,2,3,4,2,3,0,4,4,2,2,0,2,6,2,3,0,4,2,6,2,DevOps Engineer
SS02534,25,Male,Sophomore,Electrical Engineering,2.65,66,17,5,1,0,8,8,7,Systems & Networking,3,1,0,2,1,3,0,1,2,4,0,0,2,0,3,5,0,1,1,5,7,3,3,3,8,2,2,6,7,0,2,3,4,2,0,2,2,4,4,2,1,IT Support Engineer
SS02535,18,Female,Sophomore,Business Analytics,3.35,86,17,7,1,2,3,6,7,Systems & Networking,2,1,3,1,0,1,4,2,0,0,2,2,3,1,1,3,4,0,1,0,7,3,3,0,9,3,3,1,1,0,0,2,4,4,6,0,3,2,2,1,1,IT Support Engineer
SS02536,22,Male,Senior,Data Science,3.49,75,25,6,1,2,7,8,4,Cybersecurity,0,2,2,0,0,0,3,1,0,0,1,3,2,0,2,5,4,2,3,8,6,2,2,0,8,0,0,1,0,2,0,3,2,2,1,3,4,0,2,0,1,SOC Analyst
SS02537,21,Male,Junior,Artificial Intelligence,3.45,73,16,10,1,1,7,5,7,Cybersecurity,2,0,2,1,2,1,2,4,2,0,4,5,2,0,4,1,1,0,3,0,4,4,0,2,6,3,1,1,5,2,4,4,0,1,4,4,4,3,3,4,4,Cybersecurity Analyst
SS02538,21,Male,Sophomore,Artificial Intelligence,3.07,81,29,4,3,3,6,9,6,Systems & Networking,3,1,3,3,2,9,2,5,4,2,1,0,3,3,1,6,0,3,4,0,5,2,3,3,9,0,1,4,5,1,1,5,3,4,2,0,3,1,3,2,4,Embedded Systems Engineer
SS02539,20,Female,Freshman,Electrical Engineering,2.95,76,17,6,1,2,6,8,7,Systems & Networking,2,0,1,1,3,0,2,0,0,3,0,4,0,2,3,7,2,3,3,2,7,0,3,3,7,0,1,2,1,1,1,6,0,6,0,2,3,3,0,4,4,Embedded Systems Engineer
SS02540,22,Male,Freshman,Business Analytics,2.79,98,19,8,1,2,7,4,6,Business & Analytics,1,2,3,3,1,0,0,7,2,2,3,0,2,3,2,5,2,0,0,4,3,2,1,7,2,3,4,1,7,6,3,3,0,4,1,3,7,1,4,4,3,Data Analyst
SS02541,19,Female,Junior,Business Analytics,3.24,73,18,4,2,2,5,5,8,Web Development,4,0,2,4,0,1,0,1,0,1,5,1,3,0,0,7,3,3,4,2,0,3,5,1,3,5,4,2,2,1,1,0,7,3,0,2,4,1,5,4,6,Full Stack Developer
SS02542,18,Female,Freshman,Data Science,3.07,91,26,5,1,0,8,7,6,Cybersecurity,1,3,4,3,0,0,7,0,0,0,1,0,3,4,4,0,0,3,1,0,7,0,0,0,7,0,0,2,3,2,0,8,1,0,1,2,9,1,3,3,1,Cybersecurity Analyst
SS02543,21,Male,Junior,Cybersecurity,2.64,72,12,6,2,5,6,5,8,Cybersecurity,0,2,3,2,7,1,9,2,3,1,3,0,4,1,4,0,3,2,1,1,7,3,2,2,7,0,1,2,1,3,4,8,2,0,3,0,3,0,5,2,4,Penetration Tester
SS02544,22,Male,Junior,Software Engineering,3.19,92,10,8,2,3,8,3,5,Software Development,1,2,0,1,1,0,0,4,8,0,1,6,2,6,0,8,1,2,0,4,3,6,9,3,3,5,0,0,4,4,2,6,6,4,4,2,7,0,1,5,6,Backend Developer
SS02545,21,Male,Sophomore,Artificial Intelligence,3.12,98,25,6,1,0,9,8,4,Business & Analytics,5,2,0,1,2,0,0,4,3,1,0,7,0,0,3,2,3,4,2,5,0,0,2,7,2,3,6,2,5,6,2,2,2,0,1,0,8,4,1,2,2,Data Analyst
SS02546,22,Other,Sophomore,Computer Science,2.68,82,27,4,2,2,3,10,6,Cybersecurity,2,0,0,3,0,2,6,1,3,2,0,2,0,1,2,0,0,4,5,0,8,2,0,0,6,2,0,2,0,2,0,6,2,6,0,4,3,0,4,2,2,Penetration Tester
SS02547,23,Male,Senior,Computer Science,3.34,86,10,8,0,0,7,9,6,Software Development,0,4,1,0,4,1,3,2,8,1,4,5,4,4,0,8,1,0,0,1,1,3,6,1,0,7,1,4,0,8,2,6,6,1,5,3,9,6,3,0,3,Backend Developer
SS02548,24,Male,Sophomore,Artificial Intelligence,2.19,82,20,6,1,1,5,5,6,Cloud & Infrastructure,2,2,3,6,3,6,3,3,5,8,3,4,2,0,3,5,4,0,4,6,2,1,2,3,3,0,5,0,0,0,2,7,1,3,1,1,1,7,0,1,3,Automation Engineer
SS02549,19,Female,Junior,Artificial Intelligence,3.17,79,30,8,1,0,5,5,6,Cybersecurity,2,0,0,5,4,3,5,1,2,2,0,1,3,4,0,2,3,2,1,5,6,1,4,3,7,0,6,0,2,1,0,5,2,5,2,0,6,4,0,1,1,Cybersecurity Analyst
SS02550,25,Female,Junior,Artificial Intelligence,3.39,74,15,7,3,0,6,8,5,Systems & Networking,4,0,3,2,2,0,2,4,2,3,3,2,3,3,0,6,0,5,4,3,8,2,2,2,9,1,3,0,6,5,0,4,2,3,1,4,4,2,0,6,4,Embedded Systems Engineer
SS02551,20,Female,Junior,Data Science,2.85,96,15,7,0,3,8,6,10,Cloud & Infrastructure,10,1,1,5,6,1,2,5,3,6,0,1,0,5,9,0,1,5,6,5,7,3,1,0,2,1,2,1,1,3,4,4,0,0,1,2,2,3,2,8,2,Cloud Engineer
SS02552,24,Male,Junior,Cybersecurity,3.07,73,5,5,2,2,6,6,9,Cybersecurity,2,0,5,5,5,3,8,3,0,0,4,1,0,1,1,2,1,4,0,7,8,1,1,3,7,5,3,0,3,0,3,4,0,0,3,0,1,3,0,2,0,Penetration Tester
SS02553,19,Male,Senior,Electrical Engineering,3.24,94,17,5,3,4,7,6,7,Systems & Networking,1,0,4,0,2,5,1,3,3,4,1,2,0,0,2,7,2,2,4,0,6,2,0,3,5,0,4,3,4,3,5,0,1,0,0,3,1,3,3,4,5,IT Support Engineer
SS02554,19,Male,Junior,Cybersecurity,2.65,87,14,9,3,2,7,6,5,Web Development,0,3,0,1,5,3,6,3,4,3,1,0,1,4,3,7,0,10,1,0,1,2,8,1,2,7,3,0,0,2,0,1,8,7,1,0,5,0,0,1,4,Full Stack Developer
SS02555,20,Female,Freshman,Information Technology,2.69,75,18,7,2,1,7,10,6,Software Development,1,1,1,3,6,3,2,0,7,0,0,5,4,1,3,8,1,3,0,0,1,4,5,2,3,6,4,4,0,7,2,9,4,1,1,0,6,3,0,1,2,Backend Developer
SS02556,22,Male,Junior,Software Engineering,3.28,75,20,4,2,2,7,9,8,Systems & Networking,3,1,2,3,3,1,0,4,2,1,6,3,2,1,4,9,1,0,2,1,5,1,1,1,8,3,7,0,3,4,0,3,0,0,1,4,0,1,2,4,2,Embedded Systems Engineer
SS02557,20,Female,Junior,Computer Science,3.45,95,26,6,0,4,9,6,10,Cloud & Infrastructure,6,4,2,1,7,0,3,0,1,8,1,4,3,3,3,0,0,0,10,2,4,1,3,3,1,3,2,2,0,0,0,2,0,1,1,0,3,3,2,6,0,Cloud Engineer
SS02558,18,Male,Freshman,Cybersecurity,3.56,85,21,3,0,1,6,4,6,Systems & Networking,0,5,2,3,2,0,4,4,5,0,2,0,4,4,4,6,4,3,2,5,8,0,0,0,7,5,5,1,2,0,4,3,1,1,3,3,3,6,3,2,5,IT Support Engineer
SS02559,18,Male,Junior,Data Science,3.83,82,26,6,1,1,4,4,4,Cybersecurity,2,0,3,1,0,0,7,1,2,4,2,6,0,0,0,6,4,2,6,5,7,1,0,2,9,1,1,1,0,1,3,6,4,1,2,1,1,3,2,0,0,Penetration Tester
SS02560,18,Male,Junior,Cybersecurity,3.15,74,30,6,2,1,6,6,5,Web Development,2,0,0,0,0,2,0,3,2,3,3,5,3,1,2,6,2,7,2,0,2,3,9,2,2,6,5,3,1,2,3,3,5,9,3,0,5,0,0,3,5,Full Stack Developer
SS02561,19,Male,Senior,Data Science,2.81,77,28,8,1,0,6,6,6,Data & AI,5,3,2,2,2,3,2,3,0,7,1,4,3,5,0,0,0,1,2,2,0,10,2,2,4,1,8,4,7,3,7,7,0,0,2,5,5,5,5,0,0,AI Engineer
SS02562,20,Female,Senior,Software Engineering,2.69,94,11,8,1,1,7,8,9,Software Development,0,0,9,0,1,3,2,1,0,0,1,1,4,5,0,2,7,7,3,4,0,2,3,3,2,0,4,3,2,4,1,9,6,1,2,0,4,0,1,0,8,Software Engineer
SS02563,23,Male,Junior,Software Engineering,3.07,86,17,5,1,0,9,5,10,Software Development,1,3,7,2,0,3,3,0,0,3,1,3,1,4,0,6,9,9,1,0,1,2,0,4,2,0,0,0,1,2,5,6,5,1,1,6,6,5,0,0,6,Software Engineer
SS02564,20,Female,Sophomore,Artificial Intelligence,3.32,91,18,9,2,0,4,3,7,Data & AI,3,1,4,0,1,0,3,9,3,0,6,1,3,2,1,0,3,4,0,0,1,10,3,2,0,2,9,2,7,3,7,6,3,3,3,0,7,0,7,2,3,Data Scientist
SS02565,23,Female,Sophomore,Data Science,2.93,70,20,5,3,1,6,7,7,Systems & Networking,1,1,1,0,1,2,2,0,2,0,3,1,6,2,0,8,4,4,1,0,5,3,0,3,8,1,3,2,4,2,7,1,2,0,2,1,1,2,2,1,1,IT Support Engineer
SS02566,21,Female,Sophomore,Computer Science,2.42,79,20,5,2,1,7,4,5,Systems & Networking,1,0,2,1,2,4,3,1,7,4,0,1,5,2,2,5,4,1,0,0,5,2,1,0,5,6,0,1,3,3,4,8,5,0,4,5,0,5,3,2,0,Embedded Systems Engineer
SS02567,22,Male,Freshman,Cybersecurity,2.69,95,19,7,1,1,10,5,10,Cloud & Infrastructure,7,4,3,0,8,4,6,4,2,4,7,0,3,4,6,3,1,1,6,5,6,1,4,0,4,2,0,4,0,2,3,0,0,0,0,7,2,4,2,7,4,Cloud Engineer
SS02568,23,Male,Freshman,Cybersecurity,2.94,87,17,5,3,1,7,7,6,Systems & Networking,2,4,5,3,4,0,5,1,4,0,4,0,6,0,1,5,0,4,2,0,7,3,2,2,6,0,0,6,5,1,0,1,0,1,2,0,1,4,6,3,1,IT Support Engineer
SS02569,22,Male,Senior,Artificial Intelligence,2.55,71,14,9,0,0,6,1,8,Software Development,3,2,3,4,3,0,0,0,8,1,2,9,0,1,0,8,4,9,3,1,2,3,8,4,1,8,0,3,0,5,5,9,6,2,2,3,8,5,0,4,0,Backend Developer
SS02570,18,Male,Freshman,Cybersecurity,2.1,76,17,6,0,2,7,6,6,Data & AI,0,0,3,2,1,0,5,2,2,9,3,3,2,3,3,2,2,1,6,3,6,9,2,3,1,1,8,0,4,0,8,6,1,3,4,4,0,3,7,10,0,Machine Learning Engineer
SS02571,22,Male,Freshman,Business Analytics,3.13,86,21,6,2,1,9,8,8,Systems & Networking,1,1,0,1,3,6,1,3,0,4,0,2,4,3,1,10,1,0,2,1,9,5,4,4,7,1,0,0,2,4,1,7,2,2,0,4,3,0,6,2,2,Embedded Systems Engineer
SS02572,24,Female,Junior,Software Engineering,3.21,63,19,5,1,0,5,6,3,Cybersecurity,2,0,5,3,5,2,7,0,3,0,1,1,2,0,7,0,0,2,3,5,8,4,3,3,7,0,0,1,2,4,2,1,7,3,0,1,3,6,4,4,1,SOC Analyst
SS02573,21,Male,Sophomore,Information Technology,3.01,70,12,5,1,0,9,5,4,Cybersecurity,4,2,6,1,1,2,6,3,0,3,2,4,0,2,4,0,0,0,0,8,5,2,0,3,8,0,3,0,1,4,3,4,0,3,3,0,8,3,1,3,1,Cybersecurity Analyst
SS02574,23,Male,Sophomore,Information Technology,3.83,83,15,3,5,2,4,7,9,Cybersecurity,4,5,2,3,0,1,8,0,6,4,0,1,5,0,0,0,3,3,1,6,6,2,1,2,6,2,0,2,2,3,7,5,0,1,3,1,4,1,0,5,4,Penetration Tester
SS02575,21,Female,Sophomore,Software Engineering,2.43,75,9,11,0,0,9,4,7,Software Development,3,1,2,3,4,5,0,3,5,1,0,7,2,3,2,8,2,4,4,1,2,2,6,1,1,6,2,5,0,9,3,8,8,1,0,5,7,6,2,5,1,Backend Developer
SS02576,21,Female,Junior,Artificial Intelligence,3.32,77,19,5,1,0,5,7,6,Cybersecurity,2,4,4,2,3,4,8,5,1,0,2,2,3,0,2,3,0,2,2,3,7,2,4,5,8,2,0,1,3,2,1,3,0,5,0,4,7,1,2,3,1,Cybersecurity Analyst
SS02577,23,Female,Senior,Information Technology,3.66,77,14,6,0,0,10,9,7,Data & AI,0,4,1,4,2,3,1,5,0,3,0,2,0,3,0,0,1,0,4,0,4,8,4,2,0,4,4,1,8,3,8,6,1,0,2,0,7,2,5,4,3,Data Scientist
SS02578,20,Male,Freshman,Data Science,3.0,99,14,7,3,1,4,6,7,Data & AI,2,3,4,3,4,3,2,0,2,8,0,0,3,4,0,2,3,1,2,0,4,6,3,1,0,0,7,2,8,1,4,5,1,1,3,1,0,0,7,2,1,AI Engineer
SS02579,23,Male,Freshman,Data Science,3.21,81,17,11,2,0,7,5,7,Cybersecurity,2,0,2,2,0,2,6,4,5,0,1,3,3,3,5,0,2,3,0,1,4,3,1,0,10,1,0,4,0,1,3,7,0,0,3,0,1,1,5,2,3,Penetration Tester
SS02580,20,Female,Sophomore,Data Science,3.4,78,14,5,2,0,8,5,7,Data & AI,1,3,0,6,2,0,0,8,3,3,0,2,2,2,4,4,0,1,4,3,8,8,3,3,1,2,6,8,4,2,10,5,5,0,0,5,6,0,5,6,4,Data Scientist
SS02581,18,Male,Sophomore,Electrical Engineering,3.15,81,20,7,1,2,8,4,7,Systems & Networking,1,0,0,5,5,0,4,0,0,1,1,2,0,0,5,6,0,0,3,0,9,1,2,3,8,0,2,4,1,0,0,6,2,1,6,0,4,4,2,1,0,Embedded Systems Engineer
SS02582,21,Female,Senior,Artificial Intelligence,2.93,81,28,11,2,1,4,9,5,Business & Analytics,0,1,2,1,1,2,2,8,3,1,0,2,3,1,1,3,4,7,3,2,1,6,6,7,0,0,6,0,9,6,3,3,0,2,3,4,3,7,1,0,2,Data Analyst
SS02583,23,Male,Sophomore,Electrical Engineering,3.04,78,16,7,2,0,4,2,8,Software Development,2,4,0,1,3,1,4,2,2,1,6,5,3,3,1,7,0,4,4,1,1,0,8,0,2,7,2,5,4,10,1,7,8,1,3,1,9,5,2,2,2,Backend Developer
SS02584,20,Female,Freshman,Information Technology,2.56,85,15,4,1,2,6,6,8,Data & AI,0,5,3,4,5,0,0,2,7,4,2,4,0,8,5,3,3,1,0,1,4,8,0,2,4,5,9,3,5,3,8,7,3,2,2,1,0,2,8,4,3,Machine Learning Engineer
SS02585,20,Male,Senior,Business Analytics,2.77,87,17,9,2,2,4,7,4,Data & AI,0,0,0,4,5,0,4,5,0,7,0,4,3,0,3,0,3,5,0,1,0,7,0,4,3,2,6,0,9,0,5,7,0,3,3,1,3,0,6,2,5,AI Engineer
SS02586,21,Male,Sophomore,Information Technology,2.79,83,19,9,0,2,7,3,9,Web Development,0,7,0,5,0,4,3,0,6,0,2,0,2,3,1,5,1,7,0,3,0,3,6,7,3,8,1,4,2,1,3,0,6,6,6,5,6,3,1,3,8,Full Stack Developer
SS02587,22,Male,Freshman,Electrical Engineering,3.1,88,24,10,5,1,9,10,6,Cybersecurity,2,2,4,2,1,0,7,1,2,0,2,8,2,3,5,4,5,3,3,2,4,1,2,3,7,2,3,4,0,0,0,7,1,2,0,2,0,0,4,2,4,Penetration Tester
SS02588,24,Male,Freshman,Business Analytics,3.01,83,21,7,3,3,6,8,6,Cybersecurity,4,0,5,1,0,7,7,3,2,2,1,4,6,1,6,3,0,0,4,1,7,3,5,1,6,4,3,2,2,1,4,8,6,0,4,2,10,2,3,0,2,Cybersecurity Analyst
SS02589,19,Female,Sophomore,Electrical Engineering,3.54,76,15,4,1,1,6,10,7,Cloud & Infrastructure,3,2,3,10,0,6,4,0,3,7,1,0,4,5,2,9,3,2,1,2,5,3,4,1,2,0,2,0,4,2,0,6,5,6,2,0,2,6,1,1,0,Automation Engineer
SS02590,18,Male,Freshman,Computer Science,4.0,88,24,5,2,3,10,6,8,Data & AI,4,4,3,1,3,2,4,2,5,10,3,0,1,1,3,1,1,2,1,0,4,7,4,0,0,0,1,3,5,0,8,6,0,5,2,1,1,1,6,1,0,Machine Learning Engineer
SS02591,20,Female,Junior,Software Engineering,2.66,66,16,8,3,0,7,7,7,Systems & Networking,3,4,7,0,1,6,5,4,1,1,0,2,4,3,0,4,0,1,5,0,8,4,2,2,5,1,0,2,3,1,3,3,2,3,3,3,2,3,4,4,1,IT Support Engineer
SS02592,23,Male,Sophomore,Cybersecurity,3.62,90,11,6,0,4,6,7,9,Cloud & Infrastructure,2,1,1,8,0,4,0,1,0,7,7,3,3,2,1,8,2,0,3,2,4,2,1,1,2,0,0,0,0,2,2,7,2,2,2,4,2,7,6,2,5,Automation Engineer
SS02593,23,Male,Senior,Electrical Engineering,3.7,88,29,5,0,3,4,8,3,Business & Analytics,3,4,8,1,2,1,5,8,2,2,1,1,1,2,3,1,1,2,0,0,3,6,2,5,4,0,2,0,0,5,3,3,1,1,2,0,9,5,1,3,2,Business Analyst
SS02594,18,Male,Junior,Artificial Intelligence,2.71,71,8,8,3,2,9,8,10,Cybersecurity,4,1,5,3,5,3,6,0,0,0,2,0,1,3,1,8,1,7,0,0,10,4,2,0,8,2,5,0,1,3,3,0,2,2,0,5,3,1,4,3,1,SOC Analyst
SS02595,21,Male,Sophomore,Electrical Engineering,3.75,100,19,6,1,0,7,8,6,Cloud & Infrastructure,0,0,3,7,1,7,1,3,2,7,1,3,2,0,0,8,0,3,0,2,1,4,1,0,1,2,2,5,2,0,1,5,0,0,5,3,2,7,1,3,1,Automation Engineer
SS02596,20,Female,Sophomore,Information Technology,2.9,84,15,8,2,2,5,6,9,Systems & Networking,2,5,4,1,4,2,5,0,4,4,2,1,0,3,4,4,4,2,2,3,10,2,2,2,5,0,1,2,6,0,3,4,3,4,2,2,5,0,4,3,5,IT Support Engineer
SS02597,21,Male,Senior,Data Science,3.2,88,19,10,1,1,8,6,7,Web Development,1,4,2,4,2,1,0,0,3,3,3,4,3,2,4,7,1,7,3,2,4,0,9,1,1,6,1,1,1,0,1,3,7,7,5,1,8,0,2,0,6,Full Stack Developer
SS02598,21,Female,Sophomore,Data Science,2.74,74,21,6,2,1,6,9,6,Data & AI,2,3,4,3,0,4,2,3,1,8,5,2,5,3,5,3,2,0,2,0,2,8,4,0,0,5,7,3,9,3,6,6,0,7,3,4,1,2,9,0,0,AI Engineer
SS02599,21,Female,Sophomore,Information Technology,2.68,80,14,5,2,1,7,6,8,Systems & Networking,3,2,2,3,3,1,0,0,1,4,1,1,0,0,1,5,0,1,0,2,7,2,2,6,7,0,0,2,2,2,0,4,3,4,3,2,0,0,2,2,0,Embedded Systems Engineer
SS02600,19,Female,Sophomore,Information Technology,3.02,86,23,3,3,2,9,4,6,Business & Analytics,0,1,9,0,2,3,2,6,2,1,0,4,1,7,0,2,0,3,0,4,3,0,1,7,4,3,1,6,4,0,2,6,3,2,1,0,7,6,0,0,4,Business Analyst
SS02601,22,Female,Sophomore,Business Analytics,2.79,68,13,5,1,0,6,9,5,Systems & Networking,3,2,0,3,3,1,2,2,0,0,0,1,3,0,4,10,4,4,6,5,7,5,2,1,9,1,2,1,0,1,3,6,2,0,1,6,4,1,1,0,5,Embedded Systems Engineer
SS02602,19,Female,Freshman,Artificial Intelligence,2.94,82,25,5,1,1,8,6,8,Data & AI,0,5,3,1,2,0,2,4,0,3,0,1,4,1,1,2,4,4,0,4,0,6,0,2,0,2,9,2,8,1,5,7,3,4,2,4,0,1,7,1,3,AI Engineer
SS02603,22,Male,Junior,Software Engineering,2.71,90,15,4,1,0,10,8,7,Cybersecurity,3,0,1,2,1,7,5,2,4,4,2,1,2,5,0,1,2,3,1,2,6,2,5,6,5,0,0,4,6,0,1,7,1,4,3,0,4,2,2,1,3,Penetration Tester
SS02604,22,Male,Freshman,Software Engineering,2.96,66,27,12,1,2,7,6,9,Software Development,2,1,0,0,4,2,0,1,8,1,4,7,2,1,4,9,2,1,2,1,2,0,8,1,3,6,1,3,0,6,1,8,5,2,0,1,6,6,0,3,0,Backend Developer
SS02605,23,Female,Senior,Electrical Engineering,3.54,79,26,7,2,0,6,5,5,Cloud & Infrastructure,5,0,1,2,7,1,2,2,2,6,0,3,3,1,6,0,2,5,7,3,7,2,0,2,5,2,3,4,3,0,1,2,6,0,3,6,4,1,4,7,3,Cloud Engineer
SS02606,18,Female,Sophomore,Electrical Engineering,2.96,78,16,5,3,0,6,10,7,Cybersecurity,0,3,2,1,2,2,8,4,0,4,1,0,0,1,2,1,0,0,3,4,8,2,2,1,5,1,0,4,0,1,5,2,1,3,3,2,6,1,0,2,2,SOC Analyst
SS02607,21,Male,Freshman,Information Technology,3.26,94,24,6,0,0,10,3,5,Software Development,1,4,2,3,3,2,3,2,5,1,0,5,5,3,0,9,2,3,5,4,3,4,7,2,3,7,0,2,1,6,1,6,6,4,2,0,7,0,5,4,2,Backend Developer
SS02608,23,Male,Junior,Data Science,3.2,75,23,8,2,0,6,9,5,Data & AI,4,2,2,3,2,2,1,0,2,5,2,4,0,4,2,1,3,1,1,0,1,8,0,3,0,0,5,0,6,3,8,7,1,0,6,1,2,2,5,0,5,Machine Learning Engineer
SS02609,20,Female,Junior,Computer Science,2.98,73,23,4,0,0,10,7,8,Systems & Networking,1,0,0,0,1,5,1,2,5,1,3,3,3,1,3,8,0,0,0,1,9,0,2,2,7,0,4,4,2,3,0,2,4,0,3,0,3,0,0,4,0,IT Support Engineer
SS02610,24,Male,Junior,Information Technology,2.96,87,21,5,3,0,5,4,7,Business & Analytics,3,2,3,3,2,3,2,7,0,1,1,2,4,3,1,4,1,1,3,1,1,3,1,9,4,0,5,1,10,8,0,5,6,3,0,2,7,6,3,2,3,Data Analyst
SS02611,20,Female,Freshman,Software Engineering,3.24,72,32,8,2,0,5,4,3,Business & Analytics,0,2,7,1,5,0,4,7,6,1,1,2,0,1,3,0,1,0,1,0,0,3,4,9,4,1,1,0,4,0,4,3,5,2,0,1,6,5,2,0,1,Business Analyst
SS02612,23,Female,Senior,Cybersecurity,3.62,98,11,5,3,0,6,8,9,Data & AI,3,5,3,4,3,2,2,2,5,6,0,0,3,0,2,3,3,2,0,0,0,5,2,0,2,4,7,3,5,3,6,7,0,4,0,2,6,1,6,0,4,AI Engineer
SS02613,21,Female,Freshman,Cybersecurity,3.62,73,15,6,0,2,5,8,8,Cybersecurity,2,0,0,2,4,2,7,1,0,0,0,2,0,2,3,0,8,2,3,3,5,2,5,5,9,0,2,3,4,0,6,2,0,1,4,4,8,2,0,2,3,SOC Analyst
SS02614,22,Female,Senior,Business Analytics,2.69,74,14,8,2,0,4,8,6,Business & Analytics,1,0,7,1,4,5,0,6,1,1,1,2,2,0,0,3,1,1,2,3,7,1,5,8,0,5,2,0,3,6,0,2,3,0,0,3,7,9,4,2,2,Business Analyst
SS02615,22,Male,Senior,Cybersecurity,2.99,60,27,6,3,2,4,6,6,Data & AI,0,2,3,1,2,0,1,2,1,9,1,0,2,4,4,3,0,2,2,1,0,5,0,1,0,0,5,0,5,5,4,6,0,3,2,5,1,0,8,0,0,Machine Learning Engineer
SS02616,20,Female,Junior,Information Technology,3.33,90,17,8,1,1,6,4,6,Systems & Networking,1,2,1,2,4,3,2,4,1,4,2,0,3,2,6,10,3,0,2,0,7,0,4,3,7,5,3,2,0,4,2,8,1,0,3,4,5,0,3,2,0,Embedded Systems Engineer
SS02617,22,Male,Junior,Electrical Engineering,2.7,91,21,5,2,0,5,6,7,Business & Analytics,1,0,7,0,1,2,3,8,3,3,0,4,2,0,2,0,1,2,4,1,0,4,4,6,2,5,0,2,6,1,4,1,0,0,3,2,6,7,6,0,1,Business Analyst
SS02618,21,Male,Junior,Computer Science,3.47,77,26,6,1,2,6,6,6,Software Development,2,7,3,1,2,0,1,0,5,1,5,9,0,0,1,4,1,1,4,3,1,2,7,0,0,8,3,2,3,5,1,5,7,2,2,2,5,0,0,4,0,Backend Developer
SS02619,24,Male,Sophomore,Artificial Intelligence,2.69,94,13,7,3,1,10,6,9,Systems & Networking,0,0,2,0,6,2,1,1,4,0,2,4,0,2,4,5,4,3,1,1,8,0,0,3,6,1,2,1,0,0,2,3,0,1,1,1,5,0,4,4,4,IT Support Engineer
SS02620,21,Male,Senior,Electrical Engineering,3.25,76,16,8,1,1,5,6,6,Data & AI,1,1,1,5,3,1,2,5,4,1,4,4,4,3,3,3,3,0,0,4,2,5,2,2,0,0,7,1,7,1,4,6,0,3,0,0,5,3,8,4,1,Data Scientist
SS02621,22,Female,Senior,Computer Science,3.07,87,19,9,1,1,9,3,6,Cloud & Infrastructure,1,2,2,6,0,7,1,4,0,5,0,0,0,1,0,7,3,3,5,2,4,5,0,1,2,0,3,8,0,3,1,7,3,0,0,2,2,5,1,2,0,Automation Engineer
SS02622,23,Female,Sophomore,Data Science,3.15,73,28,5,3,3,5,7,7,Software Development,3,0,8,1,2,4,1,3,1,1,4,1,3,0,0,7,0,7,1,0,3,3,1,3,4,4,0,0,3,1,2,7,6,6,2,3,7,4,0,1,7,Software Engineer
SS02623,21,Male,Sophomore,Business Analytics,3.53,73,25,7,1,1,6,5,4,Systems & Networking,2,5,3,0,2,5,3,0,0,2,1,3,5,3,3,4,0,0,0,0,6,3,2,0,8,3,2,3,3,1,1,8,1,5,5,4,0,2,0,3,0,Embedded Systems Engineer
SS02624,19,Female,Sophomore,Electrical Engineering,3.12,82,15,6,4,3,7,10,6,Web Development,4,4,2,3,5,1,3,0,0,0,1,0,3,3,0,8,0,5,1,0,2,4,8,1,1,7,2,0,3,2,0,5,7,3,3,2,6,0,4,1,3,Full Stack Developer
SS02625,21,Male,Senior,Software Engineering,3.54,78,25,4,4,2,9,8,5,Cybersecurity,0,6,3,1,0,4,5,3,2,4,3,0,4,4,2,3,2,0,2,4,4,3,4,0,6,3,3,3,1,1,4,5,0,1,2,1,7,1,2,3,1,Cybersecurity Analyst
SS02626,18,Male,Senior,Cybersecurity,3.47,95,30,10,1,2,5,6,6,Cybersecurity,2,2,0,2,0,2,7,1,0,1,3,3,2,0,5,1,4,2,1,1,5,0,0,2,5,5,0,5,1,4,1,8,0,2,0,3,4,3,2,3,2,Penetration Tester
